Age,Education,Occupation,Relationship,Sex,Country
24, Some-college, Handlers-cleaners, Not-in-family, Male, United-States
37, Some-college, Tech-support, Husband, Male, United-States
44, Some-college, Machine-op-inspct, Unmarried, Male, United-States
28, Some-college, Sales, Wife, Female, United-States
42, Bachelors, Exec-managerial, Husband, Male, United-States
74, Some-college, Adm-clerical, Not-in-family, Female, United-States
38, HS-grad, Craft-repair, Husband, Male, United-States
44, Masters, Prof-specialty, Husband, Male, United-States
44, 11th, Machine-op-inspct, Unmarried, Female, Puerto-Rico
26, HS-grad, Machine-op-inspct, Not-in-family, Male, United-States
36, HS-grad, Other-service, Husband, Male, United-States
41, Assoc-acdm, Exec-managerial, Wife, Female, United-States
67, Prof-school, Prof-specialty, Husband, Male, United-States
39, 12th, Tech-support, Husband, Male, United-States
57, 1st-4th, Priv-house-serv, Not-in-family, Female, United-States
29, Assoc-voc, Craft-repair, Not-in-family, Male, United-States
31, Bachelors, Farming-fishing, Not-in-family, Female, United-States
34, HS-grad,, Unmarried, Female, United-States
44, Some-college, Transport-moving, Husband, Male, United-States
29, Doctorate, Prof-specialty, Own-child, Male, United-States
30, Some-college, Handlers-cleaners, Unmarried, Female, United-States
27, HS-grad, Transport-moving, Not-in-family, Male, United-States
27, Some-college, Sales, Husband, Male, United-States
32, HS-grad, Handlers-cleaners, Not-in-family, Female, United-States
58, 10th, Other-service, Wife, Female, United-States
35, Some-college, Protective-serv, Husband, Male, United-States
21, HS-grad, Handlers-cleaners, Own-child, Male, United-States
28, Some-college, Craft-repair, Unmarried, Male, United-States
46, Some-college, Exec-managerial, Not-in-family, Male, United-States
36, HS-grad, Other-service, Unmarried, Female, United-States
72, 11th, Adm-clerical, Unmarried, Female, United-States
35, HS-grad, Machine-op-inspct, Wife, Female, United-States
33, Assoc-voc, Craft-repair, Unmarried, Female, United-States
69, 11th, Machine-op-inspct, Not-in-family, Female, United-States
35, HS-grad, Machine-op-inspct, Husband, Male, United-States
31, HS-grad, Adm-clerical, Unmarried, Female,
34, HS-grad, Tech-support, Wife, Female, United-States
30, 11th, Other-service, Husband, Male, Mexico
28, Bachelors, Transport-moving, Not-in-family, Male, United-States
54, Bachelors, Sales, Husband, Male, United-States
47, Some-college, Prof-specialty, Husband, Male, United-States
24, HS-grad, Handlers-cleaners, Unmarried, Female, United-States
52, Bachelors, Prof-specialty, Husband, Male, United-States
20, HS-grad, Handlers-cleaners, Own-child, Male, United-States
43, Masters, Exec-managerial, Husband, Male, United-States
45, 7th-8th, Other-service, Unmarried, Female, Mexico
29, HS-grad, Craft-repair, Not-in-family, Male, United-States
47, Masters, Exec-managerial, Unmarried, Male, United-States
24, HS-grad, Craft-repair, Own-child, Male, United-States
51, HS-grad, Prof-specialty, Husband, Male, United-States
17, 11th, Sales, Own-child, Male, United-States
37, Assoc-voc, Craft-repair, Husband, Male, United-States
27, Doctorate, Prof-specialty, Not-in-family, Female, United-States
29, Bachelors, Exec-managerial, Wife, Male, United-States
18, 12th,, Own-child, Male, United-States
36, Assoc-acdm, Sales, Unmarried, Female, United-States
58, Bachelors, Prof-specialty, Not-in-family, Female, United-States
26, Some-college, Craft-repair, Husband, Male, United-States
65, Some-college,, Husband, Male, United-States
57, HS-grad, Sales, Husband, Male, United-States
59, HS-grad, Craft-repair, Husband, Male, United-States
27, HS-grad, Machine-op-inspct, Husband, Male, United-States
31, Bachelors, Tech-support, Not-in-family, Male, United-States
21, Some-college, Sales, Own-child, Female, United-States
29, Some-college, Adm-clerical, Not-in-family, Male, United-States
18, 11th, Other-service, Own-child, Male, United-States
52, 10th, Craft-repair, Husband, Male, United-States
57, Bachelors, Prof-specialty, Not-in-family, Male, United-States
42, HS-grad,, Husband, Male, United-States
55, HS-grad,, Wife, Female, United-States
60, 7th-8th, Transport-moving, Not-in-family, Male, United-States
31, Bachelors, Prof-specialty, Husband, Male, Canada
23, Bachelors, Adm-clerical, Own-child, Female, United-States
27, HS-grad, Sales, Own-child, Male, United-States
23, Some-college,, Unmarried, Female, United-States
42, Prof-school, Prof-specialty, Husband, Male, United-States
25, Some-college, Tech-support, Not-in-family, Male, United-States
49, Bachelors, Prof-specialty, Not-in-family, Female, United-States
32, Bachelors, Tech-support, Not-in-family, Male, United-States
19, Some-college, Adm-clerical, Own-child, Male, United-States
60, 7th-8th, Other-service, Not-in-family, Female, United-States
42, 9th, Other-service, Husband, Male, United-States
35, Assoc-acdm, Farming-fishing, Not-in-family, Male, United-States
48, HS-grad, Adm-clerical, Unmarried, Female, United-States
51, Masters, Craft-repair, Husband, Male, United-States
29, HS-grad, Craft-repair, Not-in-family, Male, United-States
36, HS-grad, Exec-managerial, Not-in-family, Male, United-States
17, 10th, Other-service, Own-child, Female, United-States
52, Masters, Prof-specialty, Not-in-family, Female, United-States
24, HS-grad, Craft-repair, Not-in-family, Male, United-States
24, HS-grad, Handlers-cleaners, Husband, Male, United-States
26, Bachelors, Prof-specialty, Own-child, Male, United-States
27, Bachelors, Other-service, Own-child, Female, United-States
39, HS-grad, Handlers-cleaners, Own-child, Male, United-States
30, HS-grad, Transport-moving, Husband, Male, United-States
50, HS-grad, Exec-managerial, Husband, Male, United-States
52, Bachelors, Sales, Husband, Male, United-States
46, Prof-school, Prof-specialty, Husband, Male, United-States
23, Bachelors, Sales, Own-child, Female, United-States
45, 11th, Other-service, Not-in-family, Female, United-States
65, 9th, Priv-house-serv, Unmarried, Female, United-States
29, Assoc-voc, Transport-moving, Husband, Male, United-States
47, 9th, Handlers-cleaners, Unmarried, Male, El-Salvador
30, HS-grad, Farming-fishing, Own-child, Male, United-States
34, HS-grad, Sales, Husband, Male, United-States
38, HS-grad, Sales, Husband, Male, United-States
33, Some-college, Exec-managerial, Husband, Male, United-States
49, Bachelors, Sales, Husband, Male, United-States
47, Some-college, Other-service, Unmarried, Female, United-States
49, 10th, Other-service, Unmarried, Female, United-States
43, Some-college, Craft-repair, Husband, Male, United-States
30, Bachelors, Adm-clerical, Wife, Female, United-States
58, HS-grad, Craft-repair, Husband, Male, United-States
19, HS-grad, Other-service, Own-child, Female, United-States
21, Bachelors, Handlers-cleaners, Not-in-family, Male, United-States
33, Bachelors, Exec-managerial, Husband, Male, United-States
47, 5th-6th, Transport-moving, Husband, Male, Cuba
52, Doctorate, Prof-specialty, Husband, Male, United-States
26, HS-grad, Craft-repair, Not-in-family, Male, United-States
60, HS-grad, Craft-repair, Husband, Male, United-States
21, Some-college, Handlers-cleaners, Own-child, Male, United-States
36, Some-college, Sales, Husband, Male, United-States
31, Some-college, Craft-repair, Husband, Male, United-States
50, Doctorate, Prof-specialty, Not-in-family, Male, United-States
31, HS-grad, Adm-clerical, Unmarried, Female, United-States
71, HS-grad, Craft-repair, Husband, Male, United-States
58, HS-grad,, Husband, Male, United-States
30, Bachelors, Tech-support, Husband, Male, United-States
20, Some-college, Other-service, Own-child, Male, United-States
24, HS-grad, Exec-managerial, Other-relative, Male, United-States
35, Doctorate, Prof-specialty, Husband, Male, Taiwan
38, Some-college, Exec-managerial, Not-in-family, Female, United-States
27, HS-grad, Machine-op-inspct, Own-child, Female, United-States
29, Some-college, Adm-clerical, Unmarried, Female, Philippines
70, 9th,, Unmarried, Female, United-States
34, HS-grad, Craft-repair, Husband, Male, United-States
44, 7th-8th, Craft-repair, Husband, Male, United-States
43, HS-grad, Machine-op-inspct, Husband, Male, United-States
44, 12th, Handlers-cleaners, Husband, Male, United-States
35, Masters, Sales, Not-in-family, Male, United-States
27, Some-college, Prof-specialty, Not-in-family, Male, United-States
43, Masters, Prof-specialty, Not-in-family, Male, United-States
20, Some-college, Sales, Not-in-family, Female, United-States
42, Assoc-acdm, Prof-specialty, Unmarried, Female, United-States
27, Some-college, Transport-moving, Husband, Male, United-States
42, HS-grad, Craft-repair, Husband, Male, United-States
20, 11th,, Own-child, Female, South
24, 9th, Machine-op-inspct, Not-in-family, Male, United-States
48, Some-college, Exec-managerial, Not-in-family, Male, United-States
17, 11th,, Own-child, Female, United-States
17, 11th, Farming-fishing, Own-child, Male, United-States
33, Bachelors, Exec-managerial, Husband, Male, United-States
50, HS-grad, Sales, Husband, Male, United-States
22, HS-grad, Sales, Own-child, Female, United-States
17, 12th, Other-service, Own-child, Male, United-States
32, Some-college, Adm-clerical, Husband, Male, Mexico
31, HS-grad, Craft-repair, Not-in-family, Male, United-States
58, HS-grad, Exec-managerial, Not-in-family, Male, United-States
29, HS-grad, Protective-serv, Own-child, Male, United-States
37, Assoc-voc, Craft-repair, Husband, Male, Portugal
34, HS-grad, Craft-repair, Husband, Male, United-States
23, Some-college, Exec-managerial, Unmarried, Male, United-States
18, 11th, Adm-clerical, Own-child, Female, United-States
34, HS-grad, Exec-managerial, Not-in-family, Female, United-States
66, 7th-8th,, Not-in-family, Male, United-States
45, Bachelors, Prof-specialty, Wife, Female, United-States
41, Masters, Exec-managerial, Not-in-family, Male, Dominican-Republic
26, HS-grad, Other-service, Other-relative, Male, United-States
54, Some-college, Farming-fishing, Husband, Male, United-States
24, Some-college, Machine-op-inspct, Own-child, Female, United-States
42, Some-college, Prof-specialty, Husband, Male, United-States
20, Some-college, Prof-specialty, Own-child, Male, United-States
23, Bachelors, Tech-support, Not-in-family, Female, United-States
25, Assoc-acdm,, Other-relative, Male, United-States
35, Masters, Prof-specialty, Not-in-family, Male, United-States
31, Masters, Tech-support, Husband, Male, United-States
30, Bachelors, Prof-specialty, Own-child, Female, Poland
19, HS-grad, Sales, Own-child, Female, United-States
36, Bachelors, Prof-specialty, Not-in-family, Male, United-States
31, Bachelors, Sales, Unmarried, Female, Cuba
21, Some-college, Handlers-cleaners, Own-child, Male, United-States
31, Some-college, Craft-repair, Husband, Male, United-States
46, Doctorate, Prof-specialty, Unmarried, Female, United-States
44, Bachelors, Exec-managerial, Own-child, Female, United-States
40, 12th, Other-service, Husband, Male, Jamaica
45, Some-college, Sales, Not-in-family, Male, United-States
60, HS-grad, Craft-repair, Husband, Male, United-States
18, 11th, Other-service, Other-relative, Male, United-States
28, Bachelors, Prof-specialty, Husband, Male, United-States
36, Some-college, Adm-clerical, Unmarried, Female, United-States
36, Bachelors, Prof-specialty, Not-in-family, Male,
40, Assoc-voc, Tech-support, Husband, Male, United-States
36, Bachelors, Adm-clerical, Unmarried, Female, Honduras
31, HS-grad, Other-service, Unmarried, Female, United-States
33, HS-grad, Machine-op-inspct, Husband, Male, United-States
19, HS-grad, Tech-support, Own-child, Female, United-States
22, Some-college, Sales, Own-child, Female, United-States
34, Bachelors, Exec-managerial, Husband, Male, United-States
33, HS-grad, Other-service, Not-in-family, Male, United-States
41, HS-grad, Craft-repair, Husband, Male, United-States
29, Bachelors, Prof-specialty, Not-in-family, Male, United-States
50, HS-grad, Exec-managerial, Husband, Male, United-States
42, Bachelors, Exec-managerial, Husband, Male, United-States
43, Bachelors, Prof-specialty, Not-in-family, Male,
44, HS-grad, Sales, Wife, Female, United-States
20, Some-college, Other-service, Not-in-family, Female, United-States
31, HS-grad, Other-service, Husband, Male, Mexico
65, 11th, Exec-managerial, Husband, Male,
23, Some-college, Other-service, Not-in-family, Female, United-States
55, Some-college, Adm-clerical, Not-in-family, Female, United-States
26, Assoc-voc, Adm-clerical, Husband, Male, United-States
25, Assoc-voc, Other-service, Own-child, Female, United-States
45, Some-college,, Wife, Female, United-States
35, Some-college, Craft-repair, Husband, Male, United-States
36, Some-college, Sales, Not-in-family, Female, United-States
43, Bachelors, Prof-specialty, Husband, Male, United-States
56, HS-grad, Other-service, Unmarried, Female, United-States
42, Bachelors, Tech-support, Husband, Male, United-States
19, Some-college, Other-service, Other-relative, Female, United-States
55, HS-grad, Transport-moving, Husband, Male, United-States
42, Masters, Exec-managerial, Not-in-family, Female, United-States
26, Assoc-voc, Tech-support, Own-child, Male, United-States
